Movie_Title,MPAA,Distributor,Genre,Rotten_Tomatoes_Rating
Unfaithful,R,20th Century Fox,Drama,48.0
Universal Soldier II: The Return,R,Sony Pictures,Action,0.0
Unknown,Not Rated,IFC Films,Thriller/Suspense,39.0
Danny the Dog,R,Focus/Rogue Pictures,Action,0.0
Untraceable,R,Sony/Screen Gems,Thriller/Suspense,15.0
Up,PG,Walt Disney Pictures,Adventure,98.0
Up in the Air,R,Paramount Pictures,Drama,90.0
The Upside of Anger,R,New Line,Drama,0.0
Urban Legend,R,Sony Pictures,Horror,21.0
Urban Legends: Final Cut,R,Sony Pictures,Horror,9.0
Urbania,R,Lionsgate,Drama,73.0
Valkyrie,PG-13,United Artists,Thriller/Suspense,61.0
Valiant,G,Walt Disney Pictures,Adventure,30.0
Valentine,R,Warner Bros.,Horror,9.0
Cirque du Freak: The Vampire's Assistant,PG-13,Universal,Action,37.0
The Legend of Bagger Vance,PG-13,Dreamworks SKG,Drama,43.0
Raising Victor Vargas,R,Samuel Goldwyn Films,Drama,0.0
In the Valley of Elah,R,Warner Bros.,Drama,73.0
Venom,R,Miramax/Dimension,Horror,10.0
Venus,R,Miramax,Drama,89.0
Vanity Fair,PG-13,Focus Features,Drama,50.0
V for Vendetta,R,Warner Bros.,Action,73.0
The Velocity of Gary,R,Sony Pictures,0,0.0
Van Helsing,PG-13,Universal,Action,22.0
The Village,PG-13,Walt Disney Pictures,Thriller/Suspense,42.0
The Virgin Suicides,R,Paramount Vantage,Black Comedy,0.0
Virus,R,Universal,Action,9.0
The Visitor,PG-13,Overture Films,Comedy,90.0
A Very Long Engagement,R,Warner Bros.,Drama,0.0
Vertical Limit,PG-13,Sony Pictures,Action,47.0
Vampires,R,Sony Pictures,Horror,33.0
Vanilla Sky,R,Paramount Pictures,Thriller/Suspense,39.0
Volcano,PG-13,20th Century Fox,Action,42.0
Volver,R,Sony Pictures Classics,Comedy,92.0
Kurtlar vadisi - Irak,0,0,Action,0.0
The Flintstones in Viva Rock Vegas,PG,Universal,Comedy,24.0
Varsity Blues,R,Paramount Pictures,Drama,39.0
Valentine's Day,PG-13,Warner Bros.,Romantic Comedy,17.0
National Lampoon's Van Wilder,R,Artisan,Comedy,0.0
The Wackness,R,Sony Pictures Classics,Comedy,69.0
Wag the Dog,R,New Line,Drama,84.0
Wah-Wah,Not Rated,IDP/Goldwyn/Roadside,0,0.0
Waiting...,R,Lionsgate,Comedy,30.0
Waking Ned Devine,PG,20th Century Fox,Comedy,82.0
WALL-E,G,Walt Disney Pictures,Comedy,96.0
War,R,Lionsgate,Action,0.0
"War, Inc.",R,First Look,Black Comedy,29.0
Red Cliff,R,Magnolia Pictures,Action,0.0
The War of the Worlds,PG-13,Paramount Pictures,Action,0.0
Watchmen,R,Warner Bros.,Action,64.0
Water,PG-13,Fox Searchlight,Drama,0.0
Waitress,PG-13,Fox Searchlight,Romantic Comedy,89.0
The Wendell Baker Story,PG-13,ThinkFilm,Comedy,0.0
Winter's Bone,R,Roadside Attractions,Drama,95.0
Wonder Boys,R,Paramount Pictures,Comedy,81.0
Waltz with Bashir,R,Sony Pictures Classics,Documentary,0.0
White Chicks,PG-13,Sony Pictures,Comedy,15.0
Wolf Creek,R,Weinstein Co.,Horror,0.0
The Wedding Planner,PG-13,Sony Pictures,Romantic Comedy,16.0
Wonderland,R,Lionsgate,Drama,35.0
Taking Woodstock,R,Focus Features,Drama,48.0
The Widow of St. Pierre,R,Lionsgate,Drama,0.0
The Wedding Crashers,R,New Line,Comedy,0.0
The Wedding Date,PG-13,Universal,Romantic Comedy,10.0
Tumbleweeds,PG-13,Fine Line,Drama,84.0
We Own the Night,R,Sony Pictures,Drama,56.0
We Were Soldiers,R,Paramount Pictures,Drama,62.0
The World's Fastest Indian,PG-13,Magnolia Pictures,Drama,82.0
Les herbes folles,PG,Sony Pictures Classics,Thriller/Suspense,0.0
What a Girl Wants,PG,Warner Bros.,Comedy,34.0
Whale Rider,PG-13,Palm Pictures,Drama,90.0
Walk Hard: The Dewey Cox Story,R,Sony Pictures,Comedy,74.0
Where the Heart Is,PG-13,20th Century Fox,Drama,34.0
Whipped,R,Destination Films,Comedy,13.0
Whip It,PG-13,Fox Searchlight,Comedy,84.0
Welcome Home Roscoe Jenkins,PG-13,Universal,Comedy,23.0
When a Stranger Calls,PG-13,Sony/Screen Gems,Horror,9.0
What Dreams May Come,PG-13,Polygram,Drama,55.0
The White Countess,PG-13,Sony Pictures Classics,Drama,51.0
Wicker Park,PG-13,MGM,Thriller/Suspense,24.0
Where the Wild Things Are,PG,Warner Bros.,Adventure,73.0
Wild Things,R,Sony Pictures,Thriller/Suspense,64.0
Wimbledon,PG-13,Universal,Romantic Comedy,60.0
Windtalkers,R,MGM,Action,32.0
Because of Winn-Dixie,PG,20th Century Fox,Comedy,53.0
Wing Commander,PG-13,20th Century Fox,Action,11.0
Without Limits,PG-13,Warner Bros.,Drama,78.0
What Just Happened,R,Magnolia Pictures,Comedy,0.0
What Lies Beneath,PG-13,Dreamworks SKG,Thriller/Suspense,45.0
Walk the Line,PG-13,20th Century Fox,Drama,82.0
A Walk to Remember,PG,Warner Bros.,Drama,28.0
Willard,PG-13,New Line,Horror,65.0
Wild Wild West,PG-13,Warner Bros.,Adventure,21.0
White Noise 2: The Light,PG-13,Focus Features,Horror,86.0
White Noise,PG-13,Universal,Drama,9.0
Wanted,R,Universal,Action,71.0
Woman on Top,R,Fox Searchlight,Romantic Comedy,35.0
The Wolf Man,R,Universal,Horror,0.0
X-Men Origins: Wolverine,PG-13,20th Century Fox,Action,0.0
The Women,PG-13,Picturehouse,Comedy,13.0
Woo,R,New Line,Romantic Comedy,5.0
The Wood,R,Paramount Pictures,Comedy,61.0
Without a Paddle,PG-13,Paramount Pictures,Comedy,15.0
What's the Worst That Could Happen?,PG-13,MGM,Comedy,10.0
Winter Passing,R,Focus Features,Drama,40.0
What Planet Are You From?,R,Sony Pictures,Comedy,42.0
Wordplay,PG,IFC Films,Documentary,0.0
The Wrestler,R,Fox Searchlight,Drama,98.0
Walking Tall,PG-13,MGM,Action,25.0
World Trade Center,PG-13,Paramount Pictures,Drama,69.0
The Watcher,R,Universal,Thriller/Suspense,10.0
The Weather Man,R,Paramount Pictures,Drama,58.0
Sky Captain and the World of Tomorrow,PG,Paramount Pictures,Adventure,72.0
Whiteout,R,Warner Bros.,Thriller/Suspense,7.0
The Waterboy,PG-13,Walt Disney Pictures,Comedy,32.0
Wrong Turn,R,20th Century Fox,Horror,40.0
What Women Want,PG-13,Paramount Pictures,Romantic Comedy,53.0
The Way of the Gun,R,Artisan,Action,48.0
The X-Files: I Want to Believe,PG-13,20th Century Fox,Action,0.0
The X Files: Fight the Future,PG-13,20th Century Fox,Action,0.0
Extraordinary Measures,PG,CBS Films,Drama,27.0
X-Men,PG-13,20th Century Fox,Action,82.0
X2,PG-13,20th Century Fox,Action,0.0
X-Men: The Last Stand,PG-13,20th Century Fox,Action,57.0
The Exploding Girl,0,Oscilloscope Pictures,0,0.0
The Expendables,0,Lionsgate,Action,40.0
XXX: State of the Union,PG-13,Sony Pictures,Action,0.0
The Yards,R,Miramax,Drama,64.0
The Divine Secrets of the Ya-Ya Sisterhood,PG-13,Warner Bros.,Comedy,0.0
You Can Count on Me,R,Paramount Vantage,Drama,95.0
Year One,PG-13,Sony Pictures,Comedy,14.0
Yes,R,Sony Pictures Classics,Drama,0.0
Yes Man,PG-13,Warner Bros.,Comedy,43.0
You Kill Me,R,IFC Films,Black Comedy,78.0
"Yours, Mine and Ours",PG,Paramount Pictures,Comedy,0.0
You've Got Mail,PG,Warner Bros.,Drama,68.0
Youth in Revolt,R,Weinstein/Dimension,Comedy,0.0
Y Tu Mama Tambien (And Your Mother Too),R,IFC Films,Drama,0.0
Yu-Gi-Oh,PG,Warner Bros.,Adventure,0.0
The Young Unknowns,R,Indican Pictures,0,0.0
The Young Victoria,PG,Apparition,Drama,76.0
Zathura,PG,Sony Pictures,Adventure,75.0
Zero Effect,R,Sony Pictures,Comedy,66.0
Zoolander,PG-13,Paramount Pictures,Comedy,62.0
Zombieland,R,Sony Pictures,Comedy,89.0
Zack and Miri Make a Porno,R,Weinstein Co.,Comedy,65.0
Zodiac,R,Paramount Pictures,Thriller/Suspense,89.0
Zoom,PG,Sony Pictures,Adventure,3.0
The Legend of Zorro,PG,Sony Pictures,Adventure,26.0
The Mask of Zorro,PG-13,Sony Pictures,Adventure,82.0
